Age_group,Education_gen,Occupation_gen,Relationship,Sex,Region
0-20,HighSchool,Skilled Trade, Own-child, Male,North America
21-30,HighSchool,Transport, Own-child, Male,North America
41-50,Associate,Professional, Not-in-family, Female,North America
41-50,HigherEd,Management, Not-in-family, Male,North America
31-40,HighSchool,Management, Husband, Male,North America
0-20,Dropout,, Own-child, Female,North America
21-30,HighSchool,Clerical, Not-in-family, Female,North America
21-30,HigherEd,Professional, Husband, Male,North America
51-60,HigherEd,Sales, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
0-20,HighSchool,Tech-Support, Own-child, Male,North America
21-30,HigherEd,Management, Unmarried, Male,Vietnam
31-40,HigherEd,Sales, Husband, Male,North America
51-60,5Th-6Th,Service, Unmarried, Female,Latin America
41-50,HighSchool,Protective-Serv, Husband, Male,North America
51-60,HighSchool,Service, Wife, Female,North America
21-30,HighSchool,Management, Husband, Male,North America
41-50,Dropout,Transport, Husband, Male,North America
51-60,HighSchool,Management, Husband, Male,North America
31-40,HighSchool,Manual Labor, Own-child, Female,North America
21-30,1St-4Th,Agriculture, Not-in-family, Male,Latin America
21-30,HigherEd,Management, Own-child, Male,
31-40,HighSchool,Agriculture, Husband, Male,North America
21-30,HighSchool,Professional, Other-relative, Male,North America
41-50,Associate,Service, Husband, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
0-20,10Th,, Own-child, Female,North America
51-60,HigherEd,Professional, Husband, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
51-60,Associate,Sales, Husband, Male,North America
21-30,12Th,Skilled Trade, Not-in-family, Male,North America
31-40,HighSchool,Protective-Serv, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,, Own-child, Male,North America
21-30,Dropout,Priv-House-Serv, Unmarried, Female,Latin America
21-30,HighSchool,Service, Unmarried, Female,North America
41-50,HighSchool,Transport, Husband, Male,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
60+,HigherEd,Professional, Not-in-family, Female,North America
21-30,HighSchool,Sales, Husband, Male,North America
21-30,Associate,, Own-child, Male,North America
21-30,HighSchool,Service, Own-child, Female,North America
41-50,HighSchool,Clerical, Wife, Female,North America
21-30,HighSchool,Sales, Own-child, Male,North America
31-40,HighSchool,Management, Not-in-family, Male,North America
21-30,Associate,Professional, Wife, Female,North America
21-30,HighSchool,Manufacturing, Husband, Male,North America
21-30,HighSchool,Transport, Unmarried, Male,North America
41-50,Dropout,Management, Unmarried, Female,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
60+,HighSchool,, Husband, Male,Germany
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
31-40,HigherEd,Clerical, Husband, Male,North America
31-40,HighSchool,Sales, Not-in-family, Male,North America
51-60,HighSchool,Sales, Wife, Female,North America
21-30,10Th,, Own-child, Male,North America
60+,Dropout,Service, Not-in-family, Female,North America
51-60,Associate,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Clerical, Husband, Male,North America
0-20,HighSchool,Service, Own-child, Female,North America
51-60,HigherEd,Professional, Husband, Male,
31-40,HighSchool,Service, Own-child, Female,North America
51-60,HigherEd,Management, Husband, Male,North America
0-20,Dropout,Sales, Own-child, Male,North America
21-30,HighSchool,Protective-Serv, Unmarried, Female,North America
31-40,HighSchool,Clerical, Own-child, Male,North America
0-20,HighSchool,Protective-Serv, Own-child, Female,North America
41-50,HighSchool,Management, Not-in-family, Male,North America
41-50,HigherEd,Professional, Wife, Female,North America
31-40,HigherEd,Sales, Not-in-family, Male,North America
21-30,HighSchool,Sales, Not-in-family, Female,North America
21-30,HigherEd,Sales, Husband, Male,North America
21-30,10Th,Transport, Not-in-family, Male,North America
51-60,1St-4Th,Service, Unmarried, Female,Dominican-Republic
51-60,HigherEd,Service, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Unmarried, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Management, Husband, Male,North America
41-50,HigherEd,Professional, Not-in-family, Male,North America
21-30,HigherEd,Management, Not-in-family, Male,North America
41-50,Prof-School,Professional, Husband, Male,North America
51-60,HigherEd,Management, Husband, Male,Latin America
51-60,HigherEd,Professional, Unmarried, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
51-60,Associate,Manufacturing, Not-in-family, Male,North America
51-60,Associate,Skilled Trade, Not-in-family, Male,Poland
21-30,HighSchool,Clerical, Not-in-family, Female,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Dropout,Manual Labor, Own-child, Male,North America
21-30,Prof-School,Professional, Not-in-family, Female,North America
31-40,HighSchool,Management, Unmarried, Female,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Transport, Husband, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
51-60,HigherEd,Management, Husband, Male,North America
21-30,Associate,Agriculture, Husband, Male,North America
41-50,HighSchool,Management, Husband, Male,North America
31-40,HighSchool,Service, Wife, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Sales, Wife, Female,North America
21-30,HigherEd,Management, Not-in-family, Male,North America
51-60,HighSchool,Professional, Husband, Male,North America
21-30,HighSchool,Management, Husband, Male,North America
31-40,HigherEd,Professional, Not-in-family, Female,Germany
31-40,HighSchool,Transport, Own-child, Male,North America
21-30,HigherEd,Professional, Own-child, Male,North America
0-20,HighSchool,Sales, Own-child, Male,North America
21-30,HighSchool,Sales, Own-child, Male,North America
51-60,HighSchool,Service, Unmarried, Female,North America
60+,HighSchool,, Husband, Male,North America
21-30,HighSchool,Service, Own-child, Male,North America
60+,HighSchool,Sales, Not-in-family, Male,North America
21-30,HighSchool,Manufacturing, Own-child, Male,Germany
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Manufacturing, Not-in-family, Male,North America
31-40,HighSchool,Service, Own-child, Male,North America
41-50,HigherEd,Professional, Husband, Male,China
41-50,Associate,Professional, Unmarried, Female,North America
21-30,HighSchool,Manufacturing, Own-child, Male,North America
31-40,HigherEd,Clerical, Husband, Male,North America
60+,HighSchool,Protective-Serv, Husband, Male,North America
21-30,HighSchool,Tech-Support, Own-child, Male,North America
31-40,HighSchool,Professional, Not-in-family, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
0-20,HighSchool,, Own-child, Female,North America
51-60,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Service, Not-in-family, Male,North America
51-60,HighSchool,Professional, Unmarried, Male,North America
60+,10Th,Skilled Trade, Husband, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
21-30,HigherEd,Sales, Not-in-family, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,, Own-child, Female,Germany
21-30,HighSchool,Service, Husband, Male,Poland
0-20,12Th,Service, Own-child, Female,North America
41-50,HighSchool,Management, Husband, Male,North America
51-60,Dropout,Service, Husband, Male,North America
51-60,HigherEd,Protective-Serv, Husband, Male,North America
41-50,HigherEd,Professional, Husband, Male,Italy
31-40,Associate,Professional, Husband, Male,North America
31-40,Associate,Transport, Not-in-family, Male,North America
31-40,HighSchool,Manual Labor, Other-relative, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
41-50,Associate,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Service, Not-in-family, Male,North America
21-30,HighSchool,Sales, Other-relative, Female,North America
41-50,HighSchool,Management, Unmarried, Female,North America
51-60,Prof-School,Professional, Husband, Male,North America
41-50,Associate,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Agriculture, Husband, Male,North America
21-30,HighSchool,Manufacturing, Husband, Male,North America
51-60,Associate,, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
21-30,HigherEd,Professional, Not-in-family, Male,North America
51-60,HigherEd,Management, Not-in-family, Female,North America
0-20,HighSchool,Transport, Not-in-family, Male,North America
31-40,HighSchool,Management, Husband, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Associate,Tech-Support, Not-in-family, Male,North America
31-40,10Th,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Sales, Husband, Male,North America
41-50,HigherEd,Sales, Husband, Male,North America
31-40,10Th,Manufacturing, Husband, Male,North America
21-30,Dropout,Manual Labor, Own-child, Male,North America
21-30,HighSchool,, Wife, Female,North America
41-50,Dropout,Skilled Trade, Not-in-family, Male,North America
0-20,HighSchool,Sales, Own-child, Female,North America
21-30,HighSchool,Sales, Not-in-family, Female,North America
51-60,10Th,Manufacturing, Unmarried, Female,North America
21-30,HighSchool,Management, Husband, Male,North America
60+,Dropout,Agriculture, Husband, Male,North America
31-40,1St-4Th,Manual Labor, Husband, Male,Italy
41-50,HigherEd,Management, Husband, Male,China
41-50,HighSchool,Sales, Husband, Male,North America
60+,HighSchool,Professional, Husband, Male,North America
41-50,HighSchool,Transport, Unmarried, Male,North America
51-60,12Th,, Wife, Female,Italy
31-40,HighSchool,Transport, Unmarried, Female,Germany
31-40,HighSchool,Clerical, Husband, Male,North America
31-40,HigherEd,Clerical, Wife, Female,North America
21-30,Associate,Professional, Not-in-family, Female,North America
41-50,HighSchool,Management, Husband, Male,North America
41-50,HighSchool,, Husband, Male,North America
31-40,Prof-School,Professional, Husband, Male,North America
21-30,HigherEd,Tech-Support, Not-in-family, Male,North America
51-60,HighSchool,Agriculture, Husband, Male,North America
21-30,HighSchool,Service, Husband, Male,North America
21-30,10Th,Manufacturing, Own-child, Male,Latin America
41-50,HighSchool,Service, Not-in-family, Female,North America
41-50,HigherEd,Sales, Unmarried, Female,North America
21-30,HighSchool,Skilled Trade, Unmarried, Male,North America
21-30,HighSchool,Sales, Unmarried, Male,North America
31-40,HigherEd,Sales, Unmarried, Male,North America
21-30,HighSchool,Service, Not-in-family, Male,North America
21-30,Associate,Service, Own-child, Male,North America
41-50,Prof-School,Professional, Husband, Male,North America
31-40,HighSchool,Sales, Not-in-family, Female,North America
41-50,Prof-School,Professional, Not-in-family, Male,France
0-20,HighSchool,Sales, Own-child, Female,North America
51-60,HighSchool,Manufacturing, Husband, Male,North America
60+,HighSchool,Sales, Husband, Male,North America
31-40,HigherEd,Professional, Husband, Male,Philippines
31-40,10Th,, Other-relative, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,10Th,Manual Labor, Husband, Male,North America
60+,HighSchool,, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Not-in-family, Male,North America
41-50,Associate,Sales, Husband, Male,North America
21-30,HighSchool,, Own-child, Female,North America
41-50,HigherEd,Management, Husband, Male,North America
41-50,HighSchool,Management, Husband, Male,North America
21-30,Associate,Skilled Trade, Husband, Male,North America
60+,HighSchool,Professional, Unmarried, Female,North America
41-50,HighSchool,Management, Not-in-family, Female,North America
41-50,Dropout,Skilled Trade, Not-in-family, Male,North America
31-40,HigherEd,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Sales, Husband, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
31-40,HigherEd,Management, Not-in-family, Female,North America
51-60,HigherEd,Professional, Wife, Female,North America
21-30,HighSchool,Service, Wife, Female,North America
21-30,HighSchool,Agriculture, Not-in-family, Male,Philippines
51-60,HighSchool,Management, Husband, Male,North America
31-40,HighSchool,Sales, Not-in-family, Female,North America
31-40,HigherEd,Professional, Wife, Female,North America
21-30,HighSchool,Professional, Own-child, Male,North America
31-40,HighSchool,Clerical, Not-in-family, Female,North America
21-30,HighSchool,Clerical, Not-in-family, Male,North America
41-50,HighSchool,Manual Labor, Not-in-family, Female,North America
21-30,Associate,Clerical, Not-in-family, Male,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
60+,HigherEd,Clerical, Husband, Male,South
41-50,HighSchool,Agriculture, Not-in-family, Male,North America
41-50,10Th,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Manufacturing, Not-in-family, Female,Columbia
51-60,HigherEd,Management, Unmarried, Female,North America
21-30,Associate,, Husband, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
41-50,HigherEd,Professional, Not-in-family, Female,North America
21-30,Dropout,Skilled Trade, Own-child, Male,North America
51-60,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Transport, Husband, Male,North America
31-40,Dropout,, Unmarried, Female,North America
41-50,Dropout,Service, Unmarried, Female,North America
21-30,HighSchool,Professional, Own-child, Female,North America
51-60,HighSchool,Management, Not-in-family, Male,North America
21-30,HighSchool,Tech-Support, Not-in-family, Female,North America
21-30,HighSchool,Clerical, Unmarried, Female,North America
31-40,HighSchool,Management, Unmarried, Female,North America
21-30,HigherEd,Tech-Support, Not-in-family, Female,North America
51-60,HighSchool,Sales, Husband, Male,North America
31-40,Associate,Skilled Trade, Husband, Male,North America
21-30,HigherEd,Management, Own-child, Male,North America
31-40,HigherEd,Professional, Not-in-family, Female,North America
21-30,Associate,Clerical, Own-child, Female,North America
41-50,HighSchool,Skilled Trade, Wife, Female,North America
31-40,HigherEd,Professional, Husband, Male,Asia
31-40,HighSchool,Service, Husband, Male,North America
21-30,HigherEd,Professional, Not-in-family, Female,North America
21-30,HighSchool,Sales, Unmarried, Male,North America
41-50,Associate,Protective-Serv, Husband, Male,North America
21-30,HighSchool,Manufacturing, Wife, Female,Laos
31-40,Prof-School,Professional, Husband, Male,North America
51-60,HighSchool,Management, Unmarried, Female,North America
31-40,HighSchool,Tech-Support, Wife, Female,North America
31-40,HigherEd,Professional, Husband, Male,
41-50,HighSchool,Manufacturing, Husband, Male,North America
41-50,HigherEd,Professional, Not-in-family, Male,England
31-40,HigherEd,Sales, Own-child, Male,North America
21-30,HighSchool,Sales, Husband, Male,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
60+,HighSchool,Management, Husband, Male,North America
21-30,HighSchool,Management, Not-in-family, Male,North America
41-50,HighSchool,Service, Not-in-family, Male,North America
21-30,HighSchool,Skilled Trade, Own-child, Male,North America
60+,HighSchool,Transport, Husband, Male,North America
31-40,HigherEd,Tech-Support, Not-in-family, Male,North America
60+,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Tech-Support, Not-in-family, Male,North America
21-30,HigherEd,Tech-Support, Not-in-family, Male,North America
41-50,HighSchool,Skilled Trade, Own-child, Male,North America
31-40,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HigherEd,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Management, Husband, Male,North America
51-60,HigherEd,Sales, Not-in-family, Female,North America
21-30,HigherEd,Professional, Husband, Male,Asia
31-40,HighSchool,Agriculture, Husband, Male,North America
21-30,HigherEd,Management, Unmarried, Female,
41-50,HighSchool,, Unmarried, Female,North America
31-40,HigherEd,Professional, Wife, Female,North America
0-20,HighSchool,Sales, Own-child, Male,North America
21-30,HigherEd,Professional, Not-in-family, Female,North America
60+,Dropout,Sales, Husband, Male,North America
31-40,HigherEd,Professional, Husband, Male,North America
21-30,HigherEd,Manual Labor, Unmarried, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
21-30,HighSchool,Transport, Other-relative, Male,Ecuador
51-60,5Th-6Th,Manual Labor, Husband, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
60+,5Th-6Th,, Husband, Male,North America
51-60,HighSchool,Manual Labor, Husband, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
31-40,HigherEd,Professional, Unmarried, Female,North America
51-60,1St-4Th,Manual Labor, Husband, Male,Italy
41-50,Prof-School,Clerical, Other-relative, Female,Philippines
41-50,10Th,Agriculture, Unmarried, Male,North America
60+,10Th,Skilled Trade, Husband, Male,North America
41-50,HigherEd,Manufacturing, Husband, Male,North America
31-40,HighSchool,Manual Labor, Not-in-family, Male,North America
21-30,Dropout,Manufacturing, Unmarried, Female,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Service, Other-relative, Female,Haiti
21-30,HighSchool,Manual Labor, Own-child, Male,North America
41-50,HighSchool,Sales, Wife, Female,North America
31-40,HigherEd,Tech-Support, Own-child, Female,
60+,HigherEd,Manual Labor, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
60+,HigherEd,, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
60+,HighSchool,Management, Not-in-family, Male,North America
21-30,HighSchool,Clerical, Unmarried, Female,North America
31-40,HighSchool,Transport, Husband, Male,North America
51-60,HighSchool,Clerical, Own-child, Female,North America
21-30,HighSchool,Management, Not-in-family, Male,
31-40,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
21-30,HighSchool,Clerical, Other-relative, Male,North America
51-60,HigherEd,Manufacturing, Husband, Male,North America
21-30,HigherEd,Professional, Wife, Female,North America
41-50,Associate,Clerical, Not-in-family, Female,North America
51-60,HighSchool,Skilled Trade, Not-in-family, Male,North America
31-40,HighSchool,Service, Husband, Male,North America
31-40,HigherEd,Professional, Husband, Male,North America
21-30,Prof-School,Professional, Husband, Male,North America
21-30,HigherEd,Professional, Not-in-family, Male,North America
21-30,Associate,Clerical, Unmarried, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Manufacturing, Not-in-family, Male,North America
51-60,HighSchool,Management, Husband, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
31-40,HighSchool,Service, Not-in-family, Male,North America
31-40,HighSchool,Clerical, Not-in-family, Female,North America
31-40,HighSchool,Clerical, Husband, Male,North America
41-50,Associate,Clerical, Unmarried, Female,North America
60+,HigherEd,Management, Husband, Male,North America
41-50,Prof-School,Clerical, Husband, Male,Philippines
31-40,HighSchool,Management, Not-in-family, Female,North America
41-50,HigherEd,Professional, Husband, Male,North America
41-50,HighSchool,, Unmarried, Male,North America
21-30,HighSchool,Transport, Own-child, Female,North America
21-30,10Th,Professional, Not-in-family, Male,North America
21-30,HighSchool,Tech-Support, Wife, Female,North America
31-40,HigherEd,Professional, Husband, Male,North America
51-60,HighSchool,Agriculture, Husband, Male,North America
31-40,HigherEd,Service, Not-in-family, Female,North America
21-30,HighSchool,Service, Other-relative, Male,Latin America
21-30,HighSchool,Skilled Trade, Unmarried, Male,Taiwan
51-60,HighSchool,Sales, Husband, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
60+,HighSchool,, Not-in-family, Male,North America
21-30,HighSchool,Transport, Not-in-family, Male,North America
31-40,HigherEd,Professional, Husband, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
31-40,HighSchool,Clerical, Not-in-family, Female,North America
31-40,Dropout,Skilled Trade, Husband, Male,North America
21-30,Associate,Clerical, Unmarried, Female,North America
0-20,Dropout,Manual Labor, Own-child, Male,North America
41-50,Dropout,Manufacturing, Unmarried, Female,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
51-60,HighSchool,Skilled Trade, Wife, Female,North America
31-40,Dropout,Transport, Husband, Male,North America
51-60,HighSchool,Agriculture, Husband, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Clerical, Not-in-family, Female,Germany
60+,HighSchool,Protective-Serv, Husband, Male,North America
21-30,HigherEd,Sales, Husband, Male,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
31-40,HigherEd,Professional, Wife, Female,North America
51-60,HigherEd,Professional, Wife, Female,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
31-40,HighSchool,Clerical, Wife, Female,North America
41-50,HigherEd,Professional, Husband, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
41-50,HighSchool,Tech-Support, Not-in-family, Male,Guatemala
21-30,HighSchool,Transport, Not-in-family, Female,North America
0-20,Dropout,Sales, Own-child, Male,North America
0-20,HighSchool,Manual Labor, Own-child, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Manual Labor, Husband, Male,North America
31-40,Associate,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Sales, Unmarried, Female,North America
21-30,Dropout,Priv-House-Serv, Own-child, Female,El-Salvador
60+,HighSchool,Sales, Wife, Female,North America
31-40,HigherEd,Professional, Husband, Male,
21-30,HighSchool,Transport, Husband, Male,North America
0-20,HighSchool,Priv-House-Serv, Not-in-family, Female,North America
21-30,HighSchool,Sales, Husband, Male,Latin America
21-30,12Th,Service, Not-in-family, Male,North America
41-50,Prof-School,Professional, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
60+,HighSchool,Skilled Trade, Husband, Male,North America
41-50,12Th,Service, Own-child, Male,Latin America
41-50,HighSchool,Service, Wife, Female,North America
21-30,HighSchool,Manufacturing, Other-relative, Male,North America
21-30,HigherEd,Transport, Unmarried, Female,North America
60+,HighSchool,Service, Husband, Male,North America
41-50,Associate,Management, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
41-50,Associate,Agriculture, Other-relative, Male,North America
31-40,HighSchool,Manufacturing, Not-in-family, Female,North America
41-50,Associate,Management, Unmarried, Female,North America
41-50,HigherEd,Professional, Wife, Female,Haiti
31-40,HigherEd,Clerical, Own-child, Male,North America
41-50,HighSchool,Professional, Husband, Male,North America
21-30,Associate,Professional, Wife, Female,North America
21-30,Associate,Management, Own-child, Female,North America
31-40,HigherEd,Clerical, Husband, Male,Philippines
41-50,HighSchool,Management, Not-in-family, Female,North America
21-30,10Th,Transport, Not-in-family, Male,North America
21-30,HighSchool,Sales, Not-in-family, Female,North America
41-50,HigherEd,Professional, Not-in-family, Male,North America
41-50,HighSchool,Sales, Husband, Male,North America
21-30,HighSchool,Manufacturing, Husband, Male,North America
31-40,HighSchool,Protective-Serv, Husband, Male,North America
21-30,HighSchool,Sales, Own-child, Male,North America
21-30,HigherEd,Service, Not-in-family, Female,North America
21-30,HighSchool,Management, Unmarried, Female,North America
41-50,Associate,Transport, Husband, Male,North America
31-40,HighSchool,Professional, Husband, Male,North America
31-40,Associate,Tech-Support, Own-child, Male,North America
51-60,HighSchool,Clerical, Husband, Male,North America
41-50,HigherEd,Clerical, Unmarried, Female,Philippines
31-40,HigherEd,Professional, Husband, Male,North America
41-50,HigherEd,Clerical, Unmarried, Female,North America
21-30,5Th-6Th,Service, Husband, Male,El-Salvador
41-50,HigherEd,Tech-Support, Husband, Male,North America
31-40,HigherEd,Professional, Husband, Male,China
21-30,HighSchool,Service, Not-in-family, Female,North America
51-60,HigherEd,Professional, Not-in-family, Male,North America
41-50,Associate,Tech-Support, Not-in-family, Female,North America
41-50,Associate,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Protective-Serv, Husband, Male,North America
21-30,HigherEd,Management, Not-in-family, Male,North America
31-40,1St-4Th,Skilled Trade, Not-in-family, Male,Latin America
21-30,HigherEd,Management, Husband, Male,Yugoslavia
31-40,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Management, Unmarried, Female,North America
60+,HighSchool,Service, Wife, Female,North America
41-50,Associate,Skilled Trade, Husband, Male,North America
51-60,Associate,Management, Husband, Male,North America
41-50,HighSchool,Service, Other-relative, Female,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
21-30,HighSchool,, Not-in-family, Male,North America
51-60,HighSchool,Agriculture, Husband, Male,North America
21-30,HighSchool,Clerical, Not-in-family, Female,North America
51-60,10Th,Skilled Trade, Husband, Male,North America
21-30,HigherEd,Professional, Wife, Female,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
41-50,HighSchool,Sales, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
51-60,Dropout,Management, Husband, Male,North America
21-30,HighSchool,, Unmarried, Female,Haiti
21-30,HighSchool,Sales, Own-child, Female,North America
60+,HigherEd,Agriculture, Husband, Male,North America
41-50,Dropout,Management, Unmarried, Female,North America
60+,HighSchool,, Husband, Male,North America
21-30,Associate,Management, Not-in-family, Female,North America
41-50,HighSchool,Manual Labor, Husband, Male,North America
31-40,HigherEd,Sales, Husband, Male,North America
31-40,10Th,Service, Unmarried, Female,North America
31-40,HigherEd,Professional, Not-in-family, Female,North America
31-40,HighSchool,Agriculture, Husband, Male,North America
41-50,HighSchool,Management, Own-child, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Clerical, Own-child, Male,North America
41-50,5Th-6Th,Manufacturing, Own-child, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
21-30,HigherEd,Professional, Husband, Male,North America
21-30,5Th-6Th,Manufacturing, Husband, Male,
0-20,12Th,Sales, Own-child, Female,North America
31-40,HighSchool,Management, Husband, Male,North America
31-40,HigherEd,Professional, Unmarried, Female,North America
31-40,HighSchool,Protective-Serv, Husband, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
51-60,HigherEd,Sales, Husband, Male,North America
41-50,HighSchool,Transport, Unmarried, Male,North America
31-40,HighSchool,Tech-Support, Husband, Male,North America
41-50,HigherEd,Clerical, Not-in-family, Female,North America
51-60,HigherEd,Management, Husband, Male,North America
21-30,HighSchool,Manufacturing, Not-in-family, Male,North America
31-40,HighSchool,Clerical, Not-in-family, Female,North America
21-30,HighSchool,, Own-child, Male,North America
41-50,HigherEd,Professional, Not-in-family, Female,North America
31-40,HighSchool,Sales, Unmarried, Female,North America
41-50,HighSchool,Management, Not-in-family, Female,North America
31-40,Associate,Clerical, Unmarried, Female,North America
41-50,HighSchool,Transport, Husband, Male,North America
21-30,HighSchool,Tech-Support, Own-child, Female,North America
0-20,HighSchool,Clerical, Not-in-family, Female,North America
31-40,HigherEd,Professional, Not-in-family, Female,North America
60+,Dropout,, Not-in-family, Female,North America
31-40,HigherEd,Protective-Serv, Husband, Male,North America
31-40,HighSchool,Transport, Not-in-family, Female,North America
51-60,Prof-School,Professional, Not-in-family, Male,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Associate,Clerical, Not-in-family, Male,North America
21-30,HighSchool,Manual Labor, Other-relative, Male,North America
41-50,HighSchool,Management, Unmarried, Female,North America
21-30,HighSchool,Sales, Own-child, Female,North America
41-50,HighSchool,Clerical, Not-in-family, Female,North America
21-30,HigherEd,Professional, Wife, Female,North America
21-30,HigherEd,Management, Not-in-family, Male,North America
21-30,HighSchool,Protective-Serv, Husband, Male,North America
31-40,HighSchool,Clerical, Not-in-family, Female,North America
60+,Prof-School,, Husband, Male,North America
51-60,HigherEd,Tech-Support, Husband, Male,Iran
31-40,Associate,Clerical, Husband, Male,North America
51-60,10Th,, Not-in-family, Female,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
31-40,HigherEd,Professional, Husband, Male,Philippines
41-50,HigherEd,Professional, Not-in-family, Female,North America
31-40,HighSchool,Sales, Own-child, Female,North America
21-30,Dropout,Protective-Serv, Wife, Female,North America
21-30,HigherEd,Protective-Serv, Own-child, Male,North America
0-20,10Th,Manufacturing, Own-child, Male,North America
21-30,Associate,Manual Labor, Own-child, Male,North America
31-40,HighSchool,Manufacturing, Own-child, Male,North America
51-60,HighSchool,Manufacturing, Husband, Male,North America
21-30,12Th,, Not-in-family, Male,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
21-30,HigherEd,Professional, Own-child, Male,North America
51-60,HigherEd,Management, Wife, Female,North America
41-50,Associate,Management, Husband, Male,North America
31-40,HighSchool,Manual Labor, Husband, Male,North America
